"quasi"	"cmpcode"	"cmpdomain"
"And now we stand at a make-or-break moment, and are faced with a choice between moving forward and falling back."	0	"0"
"The Republican Party has turned its back on the middle class Americans who built this country."	305	"3"
"Our opponents believe we should go back to the top-down economic policies of the last decade."	403	"4"
"They think that if we simply eliminate protections for families and consumers, let Wall Street write its own rules again, and cut taxes for the wealthiest, the market will solve all our problems on its own."	305	"3"
"They argue that if we help corporations and wealthy investors maximize their profits by whatever means necessary, whether through layoffs or outsourcing, it will automatically translate into jobs and prosperity that benefits us all."	408	"4"
"They would repeal health reform,"	504	"5"
"turn Medicare into a voucher program,"	NA	NA
"and follow the same path of fiscal irresponsibility of the past administration – giving trillions of dollars in tax cuts weighted towards millionaires and billionaires while sticking the middle class with the bill."	403	"4"
"But we’ve tried their policies – and we’ve all suffered when they failed."	305	"3"
"It is not enough to go back to where the country was before the crisis."	601	"6"
"We must rebuild a strong foundation that ensures it never happens again."	601	"6"
"Democrats know that America prospers when we’re all in it together."	606	"6"
"We see an America where everyone has a fair shot, does their fair share, and plays by the same rules."	503	"5"
"We see an America that out-educates, out-builds, and out-innovates the rest of the world."	601	"6"
"We see an America with greater economic security and opportunity, driven by education, energy, innovation and infrastructure, and a tax code that helps to create American jobs"	408	"4"
"and bring down the debt in a balanced way."	414	"4"
"We believe in deficit reduction not by placing the burden on the middle class and the poor, but by cutting out programs we can’t afford"	303	"3"
"and asking the wealthiest to again contribute their fair share."	503	"5"
"These values are why we enacted historic health care reform that provides economic security for families"	504	"5"
"and enacted sweeping financial reform legislation that will prevent the recklessness that cost so many their jobs, homes, and savings."	403	"4"
"They’re why we rescued the auto industry"	403	"4"
"and revived our manufacturing supply chain."	410	"4"
"They’re why we helped American families who are working multiple jobs and struggling to pay the bills save a little extra money through tax cuts, lower health care costs, and affordable student loans."	603	"6"
"They’re why we fought to reclaim the value of treating all Americans with dignity and respect."	201	"2"
"And they’re why President Barack Obama has ended one war and is responsibly drawing down another."	105	"1"
"They’re why we’re restoring our alliances and image around the world"	107	"1"
"and pursuing a foreign policy that’s making us safer."	107	"1"
"But there is more to be done."	0	"0"
"We knew that renewing the American Dream wouldn’t be easy – we knew it would take more than one year, or one term, or even one president."	601	"6"
"The problems we’re facing right now have been more than a decade in the making."	0	"0"
"We are the party of inclusion and respect differences of perspective and belief."	503	"5"
"And so, even when we disagree, we work together to move this country forward."	606	"6"
"But what is holding our nation back is a stalemate in Washington between two fundamentally different views of which direction America should take."	305	"3"
"We must keep moving forward and doing the hard work of rebuilding a strong economy"	408	"4"
"by betting on the American worker"	701	"7"
"and investing in a growing middle class."	704	"7"
"We need a government that stands up for the hopes, values, and interests of working people,"	701	"7"
"and gives everyone willing to work hard the chance to make the most of their God-given potential."	503	"5"
"Rebuilding Middle Class Security"	NA	NA
"We’ve come a long way since 2008."	305	"3"
"The President took office in the middle of the worst economic downturn since the Great Depression; that month 800,000 Americans lost their jobs – more than in any single month in the previous 60 years."	305	"3"
"On Day One, he took immediate action to stop the free fall and put Americans back to work. In the midst of the crisis,"	305	"3"
"President Obama knew what Democrats have always known: that American workers are tougher than tough times."	701	"7"
"Since early 2010, the private sector has created 4.5 million jobs,"	701	"7"
"and American manufacturing is growing for the first time since the 1990s."	410	"4"
"The President knew from the start that to rebuild true middle class security, we can’t just cut our way to prosperity."	402	"4"
"We must out-educate, out-innovate, and out-build the world."	NA	NA
"We need an economy that creates the jobs of the future and makes things the rest of the world buys –"	410	"4"
"not one built on outsourcing, loopholes, or risky financial deals that jeopardize everyone, especially the middle class."	403	"4"
"We’ve already made historic progress."	305	"3"
"States have more flexibility to raise standards and reform schools,"	506	"5"
"more students are receiving grants and scholarships,"	506	"5"
"and young adults can stay on their parents’ health insurance plans as they finish their education and enter the workforce."	504	"5"
"More working families than ever before have received tax cuts,"	401	"4"
"and fuel-efficiency standards are doubling."	501	"5"
"The President cracked down on Wall Street recklessness"	403	"4"
"and abuses by health insurance, credit card, and mortgage companies."	403	"4"
"Our work is far from done."	0	"0"
"A crisis this deep didn’t happen overnight and it won’t be solved overnight."	408	"4"
"Too many parents sit around their kitchen tables at night after they’ve put their kids to bed, worrying about how they will make a mortgage payment or pay the rent, or how they will put their children through college."	408	"4"
"We now stand at a make-or-break moment for families,"	603	"6"
"and America faces a clear choice in this election: move forward toward a nation built from the middle class out where everyone has the chance to get ahead,"	503	"5"
"or go back to the same failed ideas that created the crisis in the first place."	408	"4"
"The Republicans in Congress and Mitt Romney have a very different idea about where they want to take this country."	305	"3"
"To pay for their trillions in additional tax cuts weighted towards millionaires and billionaires, they’ll raise taxes on the middle class"	403	"4"
"and gut our investments in education, research and technology, and new roads, bridges, and airports."	411	"4"
"They’ll end Medicare as we know it."	504	"5"
"They want to let Wall Street write its own rules again"	403	"4"
"and allow insurance companies to once again deny health care to working families."	504	"5"
"Their troubling and familiar economic scheme doubles down on the same bad ideas of the last decade while arguing that, somehow, this time, they’ll lead to a different result."	408	"4"
"We can’t afford to go back or abandon the change we’ve fought so hard for."	0	"0"
"We have to move forward."	601	"6"
"Putting Americans Back to Work"	NA	NA
"When President Obama took office, the economy was in the deepest economic crisis since the Great Depression."	414	"4"
"His Recovery Act represented the largest education investment since President Johnson,"	305	"3"
"the largest infrastructure investment since President Eisenhower,"	411	"4"
"the single largest clean energy investment ever,"	416	"4"
"and the broadest tax cut in American history."	401	"4"
"It helped keep teachers, police officers, nurses, and firefighters on the job."	701	"7"
"It ensured that as we re-built our country, we bought American-made iron, steel, and manufactured goods wherever feasible, consistent with our international obligations."	406	"4"
"It helped the President stop the bleeding and reverse the free fall."	305	"3"
"But just as the recession was not created overnight, we knew it would take time to recover from the crisis – and more needs to be done."	408	"4"
"Last September, President Obama put forward the American Jobs Act to provide an immediate boost to the economy and strengthen the recovery."	701	"7"
"We have already enacted key parts of the American Jobs Act – payroll tax relief, tax credits for businesses that hire veterans,"	701	"7"
"and an extension of unemployment insurance that also included reforms like work-sharing,"	701	"7"
"a “Bridge to Work” to help the long-term unemployed reconnect with the labor force,"	701	"7"
"and support for unemployed workers looking to become entrepreneurs."	701	"7"
"But Republicans in Congress blocked other provisions that independent analysis said could create one million jobs."	305	"3"
"Even as President Obama remains committed to working with both parties, he and his cabinet pursued a series of executive actions to help spark economic growth and job creation,"	410	"4"
"including expanding access to refinancing for families who have stayed current on their mortgages,"	402	"4"
"challenging Community Health Centers to hire veterans,"	104	"1"
"accelerating permitting for transportation projects,"	411	"4"
"cutting waste and reducing improper payments,"	414	"4"
"and enabling student loan borrowers to cap their payments at a percentage of income."	403	"4"
"That’s why President Obama and the Democratic Party have cut taxes on American workers and businesses"	402	"4"
"and made sweeping reforms to the unemployment system to help get people back to work."	701	"7"
"And we continue to fight for measures that would strengthen the recovery and create jobs now,"	701	"7"
"including keeping teachers and first responders on the job, putting construction workers back to work by investing in our roads, bridges, schools, and water supply, helping families refinance their mortgages and save hundreds of dollars a month, cutting taxes for small businesses that invest and hire, and putting veterans back to work."	701	"7"
"That’s why we continue to fight for relief for the long-term unemployed,"	701	"7"
"including a ban on hiring discrimination against the unemployed"	503	"5"
"and a reformed and expanded universal worker training proposal to provide more training and job search assistance to all displaced workers regardless of how they lost their job."	701	"7"
"The President’s plan includes many measures that have long had bipartisan support."	305	"3"
"The Middle Class Bargain"	NA	NA
"Middle Class Tax Cuts. President Obama and Democrats in Congress cut taxes for every working family, putting more money in the pockets of Americans who need it most."	701	"7"
"A typical family has saved $3,600 during his first term."	603	"6"
"Now he’s fighting to stop middle class families and those aspiring to join the middle class from seeing their taxes go up"	704	"7"
"and to extend key tax relief for working families and those paying for college,"	402	"4"
"while asking the wealthiest and corporations to pay their fair share."	503	"5"
"That is why we will always vigorously oppose the type of tax reform supported by Mitt Romney which independent experts have found would require raising taxes on typical families with children by at least $2,000 if it were paid for."	408	"4"
"At the same time, Mitt Romney’s plan would cut taxes for those making over $3 million by an average of $250,000"	403	"4"
"and would create incentives that will lead to hundreds of thousands of jobs going overseas at the expense of American workers."	406	"4"
"Health Care. We believe accessible, affordable, high quality health care is part of the American promise,"	504	"5"
"that Americans should have the security that comes with good health care,"	504	"5"
"and that no one should go broke because they get sick."	504	"5"
"Over the determined opposition of Republicans, we enacted landmark reforms that are already helping millions of Americans, and more benefits will come soon."	504	"5"
"As a result of our efforts, today, young Americans entering the workforce can stay on their parents’ plans."	504	"5"
"Insurers can no longer refuse to cover kids with pre-existing medical conditions."	403	"4"
"Insurance companies will no longer be able to arbitrarily cap and cancel coverage,"	403	"4"
"or charge women more simply because of their gender."	503	"5"
"People with private insurance are getting preventive services like cancer screenings, annual well-woman visits, and FDA-approved contraception with no out-of-pocket costs."	504	"5"
"We’ve established new Offices of Minority Health,"	504	"5"
"and are helping state Medicaid programs fund home and community-based services."	504	"5"
"Small businesses are receiving tax credits to help them cover their workers,"	402	"4"
"and businesses and families are receiving rebates from insurers who overcharged them."	403	"4"
"Soon, working families will finally have the security of knowing they won’t lose health care or be forced into bankruptcy if a family member gets sick or loses their job."	504	"5"
"And soon, insurance companies will no longer be able to deny coverage based on pre-existing conditions."	403	"4"
"Medicaid will cover more working families."	701	"7"
"Those who don’t get insurance at work will be able to shop in new exchanges and will be eligible for new tax credits."	403	"4"
"As a result, all Americans will have access to health care."	504	"5"
"We heard powerful testimony before the platform drafting committee about the difference it will make in Americans’ lives when, for the first time, 30 million of our fellow citizens finally gain health insurance."	0	"0"
"Mitt Romney and the Republican Party would repeal health reform."	305	"3"
"They are more concerned with playing politics than supporting families in this country."	305	"3"
"No law is perfect and Democrats stand willing to work with anyone to improve the law where necessary, but we are committed to moving forward."	305	"3"
"We will continue to stand up to Republicans working to take away the benefits and protections that are already helping millions of Americans every day."	305	"3"
"We refuse to go back to the days when health insurance companies had unchecked power to cancel your health policy, deny you coverage, or charge women more than men."	504	"5"
"At the same time, the Affordable Care Act is not the end of efforts to improve health care for all Americans."	504	"5"
"Democrats will continue to fight for a strong health care workforce with an emphasis on primary care."	504	"5"
"We remain committed to eliminating disparities in health"	503	"5"
"and will continue to make sure families have access to mental health and substance abuse services."	504	"5"
"We will strengthen Medicaid"	504	"5"
"and oppose efforts to block grant the program, slash its funding, and leave millions more without health insurance."	504	"5"
"We will continue to invest in our public health infrastructure – ensuring that we are able to respond to emergencies and support community-based efforts to prevent disease."	504	"5"
"The Recovery Act and the health reform law made historic investments in Community Health Centers,"	504	"5"
"and Democrats will continue to support these valuable institutions."	504	"5"
"We Democrats have increased overall funding to combat HIV/AIDS to record levels and will continue our nation’s fight against HIV/AIDS."	504	"5"
"President Obama established the first-ever comprehensive National HIV/AIDS Strategy for responding to the domestic epidemic,"	504	"5"
"which calls for reducing HIV incidence, increasing access to care, optimizing health outcomes, and reducing HIV-related health disparities."	503	"5"
"This is an evidence-based plan that is guided by science and seeks to direct resources to the communities at greatest risk, including gay men, black and Latino Americans, substance users, and others at high risk of infection."	705	"7"
"And we will continue to support America’s groundbreaking biomedical researchers in their lifesaving work."	411	"4"
"Stabilizing the Housing Market and Hard-Hit Communities. For more than a decade, irresponsible lenders tricked buyers into signing subprime loans while too many homeowners got in over their heads by buying homes they couldn’t afford."	403	"4"
"But when the housing bubble burst, it hurt everyone, including responsible homeowners who played by the rules, but saw their home values decline and their neighbors’ houses sit vacant."	408	"4"
"The housing market’s dramatic collapse did more than punish millions of innocent Americans; it also triggered the economy’s downward spiral into recession."	408	"4"
"President Obama took swift action to stabilize a housing market in crisis,"	305	"3"
"helping five million families restructure their loans to help them stay in their homes,"	408	"4"
"making it easier for families to refinance their mortgages and save hundreds of dollars a month,"	408	"4"
"and giving tax credits to first-time home buyers."	408	"4"
"He also cracked down on fraudulent mortgage lenders and other abuses that contributed to the housing crisis."	403	"4"
"Democrats have held the largest financial institutions accountable by requiring them to provide relief for homeowners still struggling to pay their mortgages"	403	"4"
"and to change practices that took advantage of homeowners."	403	"4"
"Democrats also understand the importance of helping communities fight back against the foreclosures that threaten entire neighborhoods,"	606	"6"
"which is why the President proposed to expand the successful neighborhood stabilization efforts in his American Jobs Act."	606	"6"
"Too many people still owe more on their homes than they are worth."	408	"4"
"That is why Democrats are fighting to give every responsible homeowner the chance to refinance their home, spurring investment in communities that have been hit hardest by foreclosure, and taking whatever steps we can to avoid more foreclosures."	402	"4"
"The President remains committed to creating an economy that’s built to last,"	414	"4"
"where home ownership is an achievable dream for all Americans."	401	"4"
"Social Security and Medicare. We believe every American deserves a secure, healthy, and dignified retirement."	504	"5"
"America’s seniors have earned their Medicare and Social Security through a lifetime of hard work and personal responsibility."	504	"5"
"President Obama is committed to preserving that promise for this and future generations."	503	"5"
"During their working years, Americans contribute to Social Security in exchange for a promise that they will receive an income in retirement."	504	"5"
"Unlike those in the other party, we will find a solution to protect Social Security for future generations."	504	"5"
"We will block Republican efforts to subject Americans’ guaranteed retirement income to the whims of the stock market through privatization."	504	"5"
"We reject approaches that insist that cutting benefits is the only answer."	504	"5"
"President Obama will also make it easier for Americans to save on their own for retirement and prepare for unforeseen expenses by participating in retirement accounts at work."	505	"5"
"The Republican budget plan would end Medicare as we know it."	504	"5"
"Democrats adamantly oppose any efforts to privatize or voucherize Medicare;"	504	"5"
"unlike our opponents we will not ask seniors to pay thousands of dollars more every year while they watch the value of their Medicare benefits evaporate."	504	"5"
"Democrats believe that Medicare is a sacred compact with our seniors."	504	"5"
"Nearly 50 million older Americans and Americans with disabilities rely on Medicare each year, and the new health care law makes Medicare stronger by adding new benefits,"	504	"5"
"fighting fraud,"	403	"4"
"and improving care for patients."	504	"5"
"And, over 10 years, the law will save the average Medicare beneficiary $4,200."	303	"3"
"President Obama is already leading the most successful crackdown on health care fraud ever, having already recovered $10 billion from health care scams."	403	"4"
"We will build on those reforms, not eliminate Medicare’s guarantees."	504	"5"
"The health care law is closing the gap in prescription drug coverage known as the “doughnut hole.”"	504	"5"
"More than five million seniors have already saved money – an average of $600 last year – and the doughnut hole will be closed for good by 2020."	303	"3"
"In short, Democrats believe that Social Security and Medicare must be kept strong for seniors, people with disabilities, and future generations."	504	"5"
"Our opponents have shown a shocking willingness to gut these programs to pay for tax cuts for the wealthiest, and we fundamentally reject that approach."	504	"5"
"An Economy that Out-Educates the World and Offers Greater Access to Higher Education and Technical Training. Democrats believe that getting an education is the surest path to the middle class,"	506	"5"
"giving all students the opportunity to fulfill their dreams and contribute to our economy and democracy."	506	"5"
"Public education is one of our critical democratic institutions."	506	"5"
"We are committed to ensuring that every child in America has access to a world-class public education so we can out-educate the world and make sure America has the world’s highest proportion of college graduates by 2020."	506	"5"
"This requires excellence at every level of our education system, from early learning through post-secondary education."	506	"5"
"It means we must close the achievement gap in America’s schools"	506	"5"
"and ensure that in every neighborhood in the country, children can benefit from high-quality educational opportunities."	506	"5"
"This is why we have helped states and territories develop comprehensive plans to raise standards and improve instruction in their early learning programs"	301	"3"
"and invested in expanding and reforming Head Start."	506	"5"
"President Obama and the Democrats are committed to working with states and communities so they have the flexibility and resources they need to improve elementary and secondary education in a way that works best for students."	301	"3"
"To that end, the President challenged and encouraged states to raise their standards so students graduate ready for college or career and can succeed in a dynamic global economy."	301	"3"
"Forty-six states responded, leading groundbreaking reforms that will deliver better education to millions of American students."	301	"3"
"Too many students, particularly students of color and disadvantaged students, drop out of our schools, and Democrats know we must address the dropout crisis with the urgency it deserves."	506	"5"
"The Democratic Party understands the importance of turning around struggling public schools."	506	"5"
"We will continue to strengthen all our schools"	506	"5"
"and work to expand public school options for low-income youth, including magnet schools, charter schools, teacher-led schools, and career academies."	503	"5"
"Because there is no substitute for a great teacher at the head of a classroom, the President helped school districts save more than 400,000 educator jobs."	701	"7"
"We Democrats honor our nation’s teachers, who do a heroic job for their students every day."	701	"7"
"If we want high-quality education for all our kids, we must listen to the people who are on the front lines."	506	"5"
"The President has laid out a plan to prevent more teacher layoffs while attracting and rewarding great teachers."	701	"7"
"This includes raising standards for the programs that prepare our teachers, recognizing and rewarding good teaching, and retaining good teachers"	701	"7"
". We also believe in carefully crafted evaluation systems that give struggling teachers a chance to succeed"	701	"7"
"and protect due process if another teacher has to be put in the classroom."	201	"2"
"We also recognize there is no substitute for a parent’s involvement in their child’s education."	603	"6"
"To help keep college within reach for every student, Democrats took on banks to reform our student loan program, saving more than $60 billion by removing the banks acting as middlemen so we can better and more directly invest in students."	403	"4"
"To make college affordable for students of all backgrounds and confront the loan burden our students shoulder, we doubled our investment in Pell Grant scholarships and created the American Opportunity Tax Credit worth up to $10,000 over four years of college,"	506	"5"
"and we’re creating avenues for students to manage their federal student loans so that their payments can be only 10 percent of what they make each month."	412	"4"
"President Obama has pledged to encourage colleges to keep their costs down by reducing federal aid for those that do not,"	412	"4"
"investing in colleges that keep tuition affordable and provide good value,"	506	"5"
"doubling the number of work-study jobs available to students,"	701	"7"
"and continuing to ensure that students have access to federal loans with reasonable interest rates."	403	"4"
"We invested more than $2.5 billion in savings from reforming our student loan system to strengthen our nation’s Historically Black Colleges and Universities, Hispanic-Serving Institutions, Tribal Colleges and Universities, Alaska, Hawaiian Native Institutions, Asian American and Pacific Islander Institutions, and other Minority Serving Institutions."	607	"6"
"These schools play an important role in creating a diverse workforce,"	607	"6"
"educating new teachers,"	506	"5"
"and producing the next generation of STEM workers."	411	"4"
"We Democrats also recognize the economic opportunities created by our nation’s community colleges."	506	"5"
"That is why the President has invested in community colleges and called for additional partnerships between businesses and community colleges to train two million workers with the skills they need for good jobs waiting to be filled,"	411	"4"
"and to support business-labor apprenticeship programs that provide skills and opportunity to thousands of Americans."	411	"4"
"The President also proposed to double key investments in science to educate the next generation of scientists and engineers,"	411	"4"
"encourage private sector innovation,"	410	"4"
"and prepare at least 100,000 math and science teachers over the next decade."	411	"4"
"And to make this country a destination for global talent and ingenuity, we won’t deport deserving young people who are Americans in every way but on paper,"	607	"6"
"and we will work to make it possible for foreign students earning advanced degrees in science, technology, engineering, and mathematics to stay and help create jobs here at home."	607	"6"
"Mitt Romney has a radically different vision."	305	"3"
"He says we need fewer teachers, cops, and firefighters – good middle class jobs – even after losing hundreds of thousands of such jobs during the recession and at a time when state, local, and territorial governments are still shedding these jobs."	704	"7"
"He supports dramatic cuts to Head Start and the Pell Grant program."	506	"5"
"Tuition at public colleges has soared over the last decade and students are graduating with more and more debt;"	506	"5"
"but Mitt Romney thinks students should “shop around” for the “best education they can afford.”"	305	"3"
"And he supports the radical House Republican budget that would cut financial aid for more than one million students while giving tax cuts to the rich."	402	"4"
"We Democrats have focused on making sure that taxpayer dollars support high-quality education programs,"	506	"5"
"but Mitt Romney is a staunch supporter of expensive, for-profit schools – schools that often leave students buried in debt and without the skills for quality jobs and that prey on our servicemembers and veterans."	506	"5"
"Cutting Waste, Reducing the Deficit, Asking All to Pay Their Fair Share"	NA	NA
"After the previous administration put two wars and tax cuts weighted towards the wealthy on the nation’s credit card,"	305	"3"
"and in the wake of the worst recession since the Great Depression,"	408	"4"
"Democrats took decisive steps to restore fiscal responsibility to Washington."	414	"4"
"We reinstated the tough pay-as-you-go budget rules of the 1990s so that all permanent new spending and tax cuts must now be offset by savings or revenue increases."	414	"4"
"President Obama has already signed into law $2 trillion in spending reductions as part of a balanced plan to reduce our deficits by over $4 trillion over the next decade"	414	"4"
"while taking immediate steps to strengthen the economy now."	408	"4"
"This approach includes tough spending cuts that will bring annual domestic spending to its lowest level as a share of the economy in 50 years,"	414	"4"
"while still allowing us to make investments that benefit the middle class now"	704	"7"
"and reduce our deficit over a decade."	414	"4"
"We are committed to defeating efforts that would return us to the failed economic policies of the past, in which tax relief for the wealthy explodes the deficit and asks the middle class to shoulder that burden."	704	"7"
"To help spur economic growth, President Obama and the Democratic Party cut taxes for every working family – providing $3,600 in tax relief to the typical family over the President’s first term in office –"	410	"4"
"and we are committed to extending the middle class tax cuts for the 98 percent of American families who make less than $250,000 a year,"	402	"4"
"and we will not raise taxes on them."	402	"4"
"The Republican Party has a different vision—instead of asking everyone to do their fair share and making investments we need for an economy built to last, they would slash taxes for corporations and the wealthiest Americans,"	305	"3"
"let Wall Street once again write its own rules,"	403	"4"
"and balance the budget on the backs of the middle class."	704	"7"
"Romney and Congressional Republicans share the same, distorted view of the economy and support the same, lopsided budget."	305	"3"
"Romney would roll back the tax relief Democrats provided to working families and college students, and would require massive new taxes on the middle class to pay for his $5 trillion tax plan that primarily benefits the wealthy."	503	"5"
"The Democratic Party opposes efforts to give additional tax cuts to the wealthiest Americans at the expense of the middle class and investments in our future."	503	"5"
"Economy Built to Last"	NA	NA
"All-of-the-Above Energy Policy. In the last four years, President Obama and the Democratic Party have taken concrete steps to make us more energy independent."	410	"4"
"We’ve supported nearly 225,000 clean energy jobs"	416	"4"
"and Americans are importing less oil, breathing cleaner air, and saving money on energy costs."	416	"4"
"Historic investments in clean energy technologies have helped double the electricity we get from wind and solar."	501	"5"
"New emissions and fuel efficiency standards for American cars are reducing our oil use,"	501	"5"
"saving consumers at the pump,"	403	"4"
"and putting Americans back to work."	701	"7"
"Our dependence on foreign oil is now at a 16-year low, and a new era of cheap, abundant natural gas is helping to bring jobs and industry back to the United States."	701	"7"
"We can move towards a sustainable energy-independent future if we harness all of America’s great natural resources."	416	"4"
"That means an all-of-the-above approach to developing America’s many energy resources, including wind, solar, biofuels, geothermal, hydropower, nuclear, oil, clean coal, and natural gas."	416	"4"
"President Obama has encouraged innovation to reach his goal of generating 80 percent of our electricity from clean energy sources by 2035."	411	"4"
"Democrats support making America the world’s leader in building a clean energy economy by extending clean energy incentives that support American businesses and American jobs in communities across the country."	411	"4"
"It’s not enough to invent clean energy technologies here; we want to make them here and sell them around the world."	410	"4"
"We can further cut our reliance on oil with increased energy efficiency in buildings, industry, and homes,"	411	"4"
"and through the promotion of advanced vehicles, fuel economy standards, and the greater use of natural gas in transportation."	411	"4"
"Harnessing our natural gas resources needs to be done in a safe and responsible manner,"	416	"4"
"which is why the Obama administration has proposed a number of safeguards to protect against water contamination and air pollution."	501	"5"
"We will continue to advocate for the use of this clean fossil fuel,"	501	"5"
"while ensuring that public and environmental health and workers’ safety are protected."	701	"7"
"We support more infrastructure investment to speed the transition to cleaner fuels in the transportation sector."	411	"4"
"And we are expediting the approval process to build out critical oil and gas lines essential to transporting our energy for consumers."	411	"4"
"Building a clean energy future means that new exploration and production needs to be approached safely and responsibly."	416	"4"
"Democrats are committed to balancing environmental protection with development,"	416	"4"
"and that means preserving sensitive public lands from exploration, like the Arctic National Wildlife Refuge, Pacific West Coast, Gulf of Maine, and other irreplaceable national landscapes."	501	"5"
"We are saving consumers money on their energy bills – both at home and at the pump –"	403	"4"
"but Republican energy policy is full of empty rhetoric and bad ideas that would make their Big Oil donors even richer at the expense of the middle class."	503	"5"
"Republicans would keep giving billions of taxpayer dollars a year to profitable oil companies and increase costs on consumers."	403	"4"
"Democrats will fight to cut tax subsidies for Big Oil while promoting job growth in the clean energy sector,"	403	"4"
"so we can cut the deficit and increase jobs and growth in America."	701	"7"
"Out-Building and Out-Innovating the Rest of the World. The American people will make a clear choice."	0	"0"
"They can vote for Republicans who opposed saving the auto industry,"	410	"4"
"who favor a tax code that would actually encourage outsourcing, and."	410	"4"
"whose plans would gut investments in federally financed labs and universities that build new American industries"	411	"4"
"Or they can elect Democrats who bet on the American worker"	701	"7"
", will reward those who create private-sector jobs here in America,"	701	"7"
"and make the investments that strengthen the middle class."	704	"7"
"Betting on American Manufacturing and the American Automobile Industry. Thanks to President Obama’s recovery program, American manufacturers are creating jobs for the first time since the 1990s, including more than 500,000 jobs since the beginning of 2010."	701	"7"
"Instead of cutting jobs or shipping them abroad, many American companies are now “insourcing,” or bringing overseas jobs back home."	701	"7"
"President Obama and the Democrats boldly rescued America’s auto industry,"	410	"4"
"saving more than one million jobs,"	701	"7"
"preventing the collapse of the industry’s supply chain,"	410	"4"
"and shoring up countless communities, while revitalizing the backbone of America’s manufacturing sector."	410	"4"
"Mitt Romney thought the government’s action would destroy the auto industry;"	305	"3"
"he and Republican leaders opposed the support President Obama extended to rescue an iconic industry."	305	"3"
"All three of America’s biggest auto manufacturers – Chrysler, GM, and Ford – are stronger today because of President Obama’s decisive leadership."	410	"4"
"GM and Chrysler have repaid their outstanding loans years ahead of schedule,"	410	"4"
"new American cars are inspiring pride,"	601	"6"
"and the auto industry added more than 200,000 jobs in the last three years."	701	"7"
"At the same time, President Obama forged an agreement with American carmakers to nearly double fuel efficiency standards in the coming years, changes that will save a typical car owner more than $8,000 in fuel costs over the life of their vehicle and reduce American consumers’ fuel costs by almost $2 trillion."	416	"4"
"Today American carmakers and auto workers are helping to drive a stronger recovery."	410	"4"
"The Democratic Party supports a broad-based strategy to further strengthen an American renaissance in manufacturing,"	410	"4"
"with tax relief for clean energy manufacturing,"	402	"4"
"incentives to create advanced vehicles in the United States,"	402	"4"
"more research, and a network of manufacturing innovation hubs."	411	"4"
"Insourcing. The Democratic Party believes in insourcing so that America can out-build the rest of the world again."	701	"7"
"We want to cut tax breaks for companies that are shipping jobs overseas and for special interests,"	701	"7"
"and instead offer tax breaks to companies that are investing right here in the United States of America,"	402	"4"
"betting on American workers who are making American products we sell to the world that are stamped with three proud words: Made in America."	701	"7"
"Our strategy is paying off."	0	"0"
"After decades of watching American companies take jobs to other countries, we’re beginning to see entrepreneurs and manufactures make the decision to keep factories and production facilities here in the United States"	410	"4"
"— and even bring jobs back from overseas."	701	"7"
"But the Republican Party has nominated a man whose firm invested in companies that were pioneers of outsourcing"	305	"3"
"– and whose plans would actually encourage outsourcing by eliminating all taxes on the foreign profits of U.S. companies."	305	"3"
"There is more to do."	0	"0"
"We Democrats support lowering the corporate tax rate while closing unnecessary loopholes,"	402	"4"
