"quasi"	"cmpcode"	"cmpdomain"
"We should maintain the six-party talks, but we must also be prepared to talk directly with North Korea to negotiate a comprehensive agreement that addresses the full range of issues for ourselves and our allies."	101	"1"
"But we should have no illusions about Kim Jong Il."	105	"1"
"Any agreement must have rigorous verification and lead to complete and irreversible elimination of North Korea's nuclear weapons program."	105	"1"
"Even as we have scoured Iraq for signs of weapons of mass destruction, Iran has reportedly been working to develop them next door."	105	"1"
"A nuclear-armed Iran is an unacceptable risk to us and our allies."	105	"1"
"The same is true for other countries that may be seeking nuclear weapons."	105	"1"
"This is why strengthening the Nuclear Nonproliferation Treaty is so critical."	105	"1"
"We must close the loophole that lets countries develop nuclear weapons capabilities under the guise of a peaceful, civilian nuclear power program."	105	"1"
"We also need to strengthen enforcement and verification and make rigorous inspection protocols mandatory."	105	"1"
"We must work with every country to tighten export controls,"	101	"1"
"stiffen penalties,"	605	"6"
"and beef up law enforcement and intelligence sharing."	605	"6"
"That way we can make absolutely sure that a disaster like the AQ Khan black market network, which grew out of Pakistan's nuclear program, can never happen again."	105	"1"
"We must also take steps to reduce tension between India and Pakistan and guard against the possibility of their nuclear weapons falling into the wrong hands."	105	"1"
"PROMOTING DEMOCRACY, PEACE, AND SECURITY"	NA	NA
"We know that promoting democracy,"	202	"2"
"human rights,"	201	"2"
"and the rule of law is vital to our long-term security."	605	"6"
"Americans will be safer in a world of democracies."	202	"2"
"We will work with people and nongovernmental organizations around the world struggling for freedom,"	201	"2"
"even as we work with their governments to protect our security from weapons of terror."	605	"6"
"We will restore America's credibility and commitment as a force for democracy"	201	"2"
"and human rights, starting in Iraq."	202	"2"
"We believe that upholding international standards for the treatment of prisoners, wherever they may be held, advances America's national security, the security of our troops, and the values of our people."	201	"2"
"And we believe torture is unacceptable."	201	"2"
"America should abide by its own laws and the treaties it has ratified, including the Geneva Conventions."	201	"2"
"We will also support international efforts to address the problem of landmines,"	105	"1"
"while at the same time ensuring that our troops are protected."	104	"1"
"Winning the peace in Iraq."	NA	NA
"More than a year ago, President Bush stood on an aircraft carrier under a banner that proclaimed \"mission accomplished."	305	"3"
"\" But today we know that the mission is not finished, hostilities have not ended, and our men and women in uniform fight almost alone with the target squarely on their backs."	305	"3"
"People of good will disagree about whether America should have gone to war in Iraq, but this much is clear: this Administration badly exaggerated its case, particularly with respect to weapons of mass destruction and the connection between Saddam's government and al Qaeda."	305	"3"
"This Administration did not build a true international coalition."	305	"3"
"This Administration disdained the United Nations weapons inspection process and rushed to war without exhausting diplomatic alternatives."	305	"3"
"Ignoring the advice of military leaders, this Administration did not send sufficient forces into Iraq to accomplish the mission."	305	"3"
"And this Administration went into Iraq without a plan to win the peace."	305	"3"
"Now this Administration has been forced to change course in order to correct this fundamental mistake."	305	"3"
"They are now taking up the suggestions that many Democrats have been making for over a year."	305	"3"
"And they must - because having gone to war, we cannot afford to fail at peace."	106	"1"
"We cannot allow a failed state in Iraq that inevitably would become a haven for terrorists and a destabilizing force in the Middle East."	106	"1"
"And we must secure more help from an international community that shares a huge stake in helping Iraq become a responsible member of that community, not a breeding ground for terror and intolerance."	107	"1"
"As a first step, we must create a stable and secure environment in Iraq."	202	"2"
"To do this right, we must truly internationalize both politically and militarily: we cannot depend on a US-only presence."	107	"1"
"Other nations have a vital interest in the outcome, and we must bring them in to commit troops and resources."	107	"1"
"The Bush Administration has missed three great opportunities to do that."	305	"3"
"First, the President broke his promise to build a legitimate coalition in Iraq by exhausting diplomacy before resorting to the use of military force."	305	"3"
"Second, when the statue fell in Baghdad, Kofi Annan invited the United States to come to the table to discuss international support - but we rejected his offer."	305	"3"
"Third, when the President addressed the United Nations last fall, he once again refused to acknowledge the difficulties we faced in Iraq and failed to elicit support from other nations."	305	"3"
"The President has not given our troops the clarity of mission, the equipment or the international support they need and deserve."	305	"3"
"We have a different approach based on a simple commitment: Troops come first."	104	"1"
"Our helicopter pilots have flown battlefield missions without the best anti-missile systems."	104	"1"
"In a Democratic Administration, that will change."	104	"1"
"Too many of our nation's finest troops have died in attacks, because tens of thousands were deployed to Iraq without the best bulletproof vests, and there is a shortage of armored vehicles on the ground."	104	"1"
"In a Democratic Administration, that will change."	104	"1"
"Thousands of National Guardsmen and reservists have been forced to leave their families and jobs for more than a year - with no end in sight - because this Administration ignored the pressing need for a true coalition."	104	"1"
"In a Democratic Administration, that will change."	104	"1"
"To succeed, America must do the hard work of engaging the world's major political powers in this mission."	101	"1"
"We must build a coalition of countries, including the other permanent members of the UN Security Council, to share the political, economic, and military responsibilities of Iraq with the United States."	101	"1"
"To win over allies, we must share responsibility with those nations that answer our call, and treat them with respect."	101	"1"
"We must lead, but we must listen."	101	"1"
"The rewards of respect are enormous."	101	"1"
"We must convince NATO to take on a more significant role and contribute additional military forces."	101	"1"
"As other countries, including Muslim majority countries, contribute troops, the United States will be able to reduce its military presence in Iraq, and we intend to do this when appropriate so that the military support needed by a sovereign Iraqi government will no longer be seen as the direct continuation of an American military presence."	105	"1"
"Second, we need to create an international High Commissioner to serve as the senior international representative working with the Iraqi government."	107	"1"
"This Commissioner should be backed by a newly broadened security coalition and charged with overseeing elections, assisting with drafting a constitution, and coordinating reconstruction."	107	"1"
"The Commissioner should be highly regarded by the international community, have the credibility to talk to all the Iraqi people, and work directly with Iraq's interim government, the new U.S. Ambassador, and the international community."	107	"1"
"At the same time, U.S. and international policies must take into consideration the best interests of the Iraqi people."	107	"1"
"The Iraqi people desperately need financial and technical assistance that is not swallowed up by bureaucracy and no-bid contracts, but instead goes directly into grassroots organizations."	107	"1"
"They need to see the tangible benefits of reconstruction: jobs, infrastructure, and services."	107	"1"
"They should also receive the full benefits of their own oil production as quickly as possible, so as to rebuild their country and help themselves as individuals,"	107	"1"
"while also reducing the costs of security and reconstruction on the American taxpayer and the cost of gasoline to American consumers."	408	"4"
"And they need to be able to communicate their concerns to international authorities without feeling they are being disrespected in their own country."	107	"1"
"America also needs a massive training effort to build Iraqi security forces that can actually provide security for the Iraqi people."	107	"1"
"It must be done in the field and on the job as well as in the classroom."	107	"1"
"Units cannot be put on the street without backup from international security forces."	107	"1"
"This is a task we must do in partnership with other nations, not just on our own."	107	"1"
"And this is a task in which we must succeed."	107	"1"
"If we fail to create viable Iraqi security forces - military and police - there is no successful exit for us and other nations."	107	"1"
"The challenges in Iraq are great, but the opportunity is also significant."	106	"1"
"Under John Kerry and John Edwards, we will meet those challenges, win the peace in Iraq, and help to create new hope and opportunity for the entire Middle East."	106	"1"
"Africa."	NA	NA
"U.S. engagement in Africa should reflect its vital significance to U.S. interests and the moral imperative to help a continent struggling with the scourge of HIV/AIDS and under the long shadow of chronic poverty."	107	"1"
"The HIV/AIDS pandemic in southern and eastern Africa is a massive human tragedy."	107	"1"
"It is also a security risk of the highest order that threatens to plunge nations into chaos."	107	"1"
"Chronic and debilitating hunger also threatens the very survival of communities where investment in agriculture has suffered for over a decade."	107	"1"
"We are committed to bringing the full weight of American leadership to bear against this crisis."	305	"3"
"We must also work with the United Nations and Africa's regional organizations to address Africa's persistent, disproportionate share of the world's weak, failing states and chronic armed conflicts, and to promote effective relief efforts when there is a humanitarian crisis - particularly at this moment in Sudan."	107	"1"
"We value our deepening economic ties with Africa, including Central and West Africa's rapidly rising position as a major source of non-Gulf oil."	101	"1"
"We recognize Africa's promise as a trade and investment partner and the importance of trade policies that reduce poverty and promote growth in Africa."	107	"1"
"We will continue to promote policies to support newly democratic states that have shown a commitment to economic reform and respect for human rights."	107	"1"
"Asia."	NA	NA
"In Asia, we must better engage with China to secure Chinese adherence to international trade, non-proliferation and human rights standards."	101	"1"
"We are committed to a \"One China\" policy, and will continue to support a peaceful resolution of cross-Straits issues that is consistent with the wishes and best interests of the Taiwanese people."	101	"1"
"We must maintain our strong relationship with Japan, and explore new ways to cooperate further."	101	"1"
"And we will actively seek to enhance relations with our historic ally South Korea in order to advance our collaborative efforts on economic and security issues."	101	"1"
"We must also work with our friends, India and Pakistan, in their efforts to resolve longstanding differences."	101	"1"
"Europe."	NA	NA
"Throughout the 20th century, America's most trusted and reliable allies were the democracies of Europe; together, the two sides of the Atlantic ensured that democracy and free markets prevailed against all challenges."	101	"1"
"The Bush Administration has allowed the Atlantic partnership to erode, leaving the United States dangerously isolated from its indispensable allies."	101	"1"
"The Democratic Party is committed to revitalizing the Atlantic partnership."	101	"1"
"The international goals that the United States pursues will be easier to attain if Europe and America are working together."	101	"1"
"We will ensure that NATO remains strong, continuing to consolidate peace in Europe even as the alliance takes on new tasks in Afghanistan and Iraq."	104	"1"
"We look forward to the evolution of the European Union and to a prosperous and unified Europe that joins the United States in meeting today's security challenges and expanding the global economy."	108	"1"
"Latin America and the Caribbean."	NA	NA
"We believe that it is time to create a new Community of the Americas that reflects our close relationship with our regional neighbors."	101	"1"
"We will return U.S. -Latin American relations to a place marked by dialogue, consensus and concerted action to address common concerns."	101	"1"
"We understand that our collective security and prosperity are furthered by mutual efforts to promote democracy, generate wealth, reduce income disparities, and provide sound environmental stewardship."	101	"1"
"We are committed to strong and steady support for democratic processes and institutions in our hemisphere."	202	"2"
"We believe that democratic governments deserve our support, and that we should exercise our considerable diplomatic and moral force in support of democratically elected leaders."	202	"2"
"Mexico has made steady progress toward building a mature democracy, and we will make relations with Mexico a priority in order to best address economic, environmental and social issues of concern."	202	"2"
"We support effective and peaceful strategies to end the Castro regime as soon as possible and enable the Cuban people to take their rightful place in the democratic Community of the Americas."	202	"2"
"We will work with the international community to increase political and diplomatic pressure on the Castro regime to release all political prisoners, support civil society, promote the important work of Cuban dissidents, and begin a process of genuine political reform."	202	"2"
"Within this framework the Democratic Party supports a policy of principled travel to Cuba that promotes family unity and people-to-people contacts through educational and cultural exchanges."	101	"1"
"We will seek to reinforce democratic values in Haiti and throughout the Caribbean."	202	"2"
"We will support economic development to increase employment and economic opportunity, reducing incentives for emigration by dangerous and life-threatening means."	101	"1"
"We will increase efforts to combat drug-trafficking throughout the Caribbean and ensure that those involved in bringing drugs into the U.S. are brought to justice."	605	"6"
"We will assist in combating corruption so that funds made available for development are used appropriately."	101	"1"
"The Middle East."	NA	NA
"The Democratic Party is fundamentally committed to the security of our ally Israel"	101	"1"
"and the creation of a comprehensive, just and lasting peace between Israel and her neighbors."	105	"1"
"Our special relationship with Israel is based on the unshakable foundation of shared values and a mutual commitment to democracy, and we will ensure that under all circumstances, Israel retains the qualitative edge for its national security and its right to self-defense."	101	"1"
"Jerusalem is the capital of Israel and should remain an undivided city accessible to people of all faiths."	101	"1"
"Under a Democratic Administration, the United States will demonstrate the kind of resolve to end the Israeli-Palestinian conflict that President Clinton showed."	106	"1"
"We will work to transform the Palestinian Authority by promoting new and responsible leadership, committed to fighting terror and promoting democracy."	106	"1"
"We support the creation of a democratic Palestinian state dedicated to living in peace and security side by side with the Jewish State of Israel."	202	"2"
"The creation of a Palestinian state should resolve the issue of Palestinian refugees by allowing them to settle there, rather than in Israel."	106	"1"
"Furthermore, all understand that it is unrealistic to expect that the outcome of final status negotiations will be a full and complete return to the armistice lines of 1949."	106	"1"
"And we understand that all final status negotiations must be mutually agreed."	106	"1"
"Northern Ireland."	NA	NA
"We are determined to help create a lasting peace in Northern Ireland."	106	"1"
"We support efforts by the Irish and British Governments and the political parties to break the current impasse, and we stand ready to assist in any way to achieve full implementation of the Belfast Agreement."	106	"1"
"Russia."	NA	NA
"Democrats will pursue a Russia policy that recognizes that country's importance and"	101	"1"
"advances the core U.S. security interests at stake in Russia's historic transformation, beginning with cooperative work to secure vulnerable stockpiles of nuclear weapons and materials."	105	"1"
"We reiterate that respect for human rights, the rule of law and Russia's fledgling democratic institutions and independent media outlets are essential to Russia's continued integration into international institutions and the global economy."	101	"1"
"Global health."	NA	NA
"Addressing global health challenges - including the AIDS pandemic - is a humanitarian obligation and a national security imperative."	107	"1"
"We are committed to a coordinated effort to combat the HIV/AIDS epidemic in the United States and in all other regions throughout the world."	107	"1"
"Epidemics can decimate societies and contribute to failed states which can become bases for terrorists and other criminal elements."	107	"1"
"And a strong global public health system is essential to effectively combating bio-terror threats."	107	"1"
"Our global health policy will bring the best of our scientific knowledge, financial resources, management skills, and compassion to the challenge of improving health conditions around the world."	107	"1"
"And we will restore America's leadership in global health by rejecting policies driven by ideology instead of science."	107	"1"
"International development."	NA	NA
"We understand that promoting international economic development is a strategic imperative of the United States."	107	"1"
"We will use American economic power to extend security and prosperity - which leads to peace - around the world."	106	"1"
"And we will work with poor countries to help stabilize and diversify their economies, including through the consideration of sensible debt relief measures where appropriate."	107	"1"
"We will support efforts to reach universal basic education and the other Millennium Development Goals."	107	"1"
"Supporting America's foreign affairs community."	NA	NA
"We are committed to the best training, facilities and support for America's diplomats, the men and women of America's foreign affairs community, who represent our country and work to promote our values around the world."	107	"1"
"STRENGTHENING OUR MILITARY"	NA	NA
"We need a new military to meet the new threats of the 21st Century."	104	"1"
"Today's American military is the best in the world, but tomorrow's military must be even better."	104	"1"
"It must be stronger, faster, better armed, and never again stretched so thin."	104	"1"
"John Kerry, John Edwards and the Democratic Party will send a clear message to every man and woman in our armed forces: We guarantee that you will always be the best-led, best-equipped and most respected fighting force in the world."	104	"1"
"You will be armed with the right weapons, schooled in the right skills, and fully prepared to win on the battlefield."	104	"1"
"You will never be sent into harm's way without enough troops for the task, and never asked to fight a war without a plan to win the peace."	104	"1"
"You will never be given assignments which have not been clearly defined and for which you are not professionally trained."	104	"1"
"The Bush Administration was right to call for the \"transformation\" of the military."	305	"3"
"But their version of transformation neglected to consider that the dangers we face have also been transformed."	305	"3"
"The Administration was concerned with fighting classic conventional wars, instead of the asymmetrical threats we now face in Iraq, Afghanistan, and the war against al Qaeda."	305	"3"
"To rise to those challenges, we must strengthen our military, including our Special Forces, improve our technology, and task our National Guard with homeland security."	104	"1"
"Expanding active duty personnel."	NA	NA
"As a first step, we will expand America's active duty forces."	104	"1"
"The war in Iraq has overextended our armed services."	104	"1"
"The vast majority of the Army's active duty combat divisions are committed to Iraq-currently there, preparing to go, or recently returned."	104	"1"
"That is a dangerous and potentially disastrous strain that limits our capacity to respond to other crises."	104	"1"
"To pick up the slack, we've called up our Guard and Reserves at historic levels."	305	"3"
"Some have been on the ground in Iraq for as many as 15 months, much longer than was expected or promised."	305	"3"
"Many of these units are being pushed to the limit and stretched far too thin."	305	"3"
"The Administration's answer has just been to stretch further."	305	"3"
"They have extended tours of duty, delayed retirements, and prevented enlisted personnel from leaving the service - effectively using a stop-loss policy and recall of Individual Ready Reserve members as a back-door draft."	305	"3"
"We will add 40,000 new soldiers - not to increase the number of soldiers in Iraq, but to sustain our overseas deployments and prevent and prepare for other possible conflicts."	104	"1"
"This will help relieve the strain on our troops and bring back more of our soldiers, guardsmen and reservists."	104	"1"
"We are dedicated to keeping our military operating on a volunteer basis."	104	"1"
"We are committed to management reform both to ensure that our defense funding is spent effectively and to help pay for these new forces."	104	"1"
"Doubling Special Forces capability."	104	"1"
"Next, we need to create a \"New Total Force,\" a military prepared to defeat any enemy, at any time, in any place."	104	"1"
"We will double the capacity of our Special Forces, the troops who took the fight to the Taliban with remarkable creativity after September 11th."	104	"1"
"These troops conduct counter-terrorism operations, perform reconnaissance missions, and gather intelligence."	104	"1"
"They also train local forces and build the relationships that are vital for our victory in the war on terror."	104	"1"
